source_set,openalex_id,frequency,path_fraction,community_id,title,pagerank,is_unicamp,is_top_tier,is_important_institution
top_tier_to_unicamp,W2071906076,350,0.009416702539819199,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2045466646,349,0.009389797675419715,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2119350939,346,0.009309083082221266,0,A survey of advances in vision-based human motion capture and analysis,5.091688680138149e-05,False,False,False
top_tier_to_unicamp,W2162436812,340,0.009147653895824365,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3095488153,338,0.009093844167025399,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3119507053,337,0.009066939302625915,0,GraphCodeBERT: Pre-training Code Representations with Data Flow,9.30630028335602e-06,False,False,True
top_tier_to_unicamp,W2141992894,334,0.008986224709427464,3,Large-scale cluster management at Google with Borg,2.6032003768972e-05,False,False,False
top_tier_to_unicamp,W2078457155,331,0.008905510116229014,10,Real-time vision-based camera tracking for augmented reality applications,1.0560513067707503e-05,False,False,False
top_tier_to_unicamp,W2951343982,322,0.008663366336633664,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2982108874,318,0.008555746879035729,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W4389430914,316,0.008501937150236763,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2123630423,312,0.008394317692638828,14,Interactive consistency with multiple failure modes,1.091992141358076e-05,False,False,False
top_tier_to_unicamp,W2800806089,311,0.008367412828239346,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2053075547,305,0.008205983641842446,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2041454412,304,0.008179078777442962,3,People-centric urban sensing,4.509286493003282e-05,False,False,False
top_tier_to_unicamp,W2902563172,302,0.008125269048643994,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3170092793,293,0.007883125269048644,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2064872546,290,0.007802410675850194,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1560412976,290,0.007802410675850194,12,Empirical evaluation of the textual differencing regression testing technique,2.094358019212975e-05,False,False,False
top_tier_to_unicamp,W3012539654,284,0.007640981489453293,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2964288609,276,0.007425742574257425,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2189162242,273,0.007345027981058976,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1975358183,267,0.007183598794662075,9,Wavelet Transforms That Map Integers to Integers,0.0001475711724732196,False,False,False
top_tier_to_unicamp,W2551235116,267,0.007183598794662075,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2415653907,266,0.007156693930262591,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2061659108,264,0.007102884201463625,15,Probabilistic framework for the adaptation and comparison of image codes,1.4717629913274927e-05,False,False,False
top_tier_to_unicamp,W2559394418,261,0.007022169608265174,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2104644701,260,0.006995264743865691,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2124290836,253,0.006806930693069307,5,Evolving artificial neural networks,3.706113697093826e-05,False,False,False
top_tier_to_unicamp,W1992709202,251,0.00675312096427034,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2903429044,245,0.0065916917778734395,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1979345446,241,0.006484072320275506,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2054685200,237,0.006376452862677572,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2143591442,237,0.006376452862677572,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2170577408,234,0.006295738269479122,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2892009249,234,0.006295738269479122,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2161685427,233,0.006268833405079639,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2754797405,232,0.006241928540680155,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2047092246,230,0.006188118811881188,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W4254197176,224,0.006026689625484288,9,Quantization,7.95328386654037e-05,False,False,True
top_tier_to_unicamp,W3178633198,223,0.005999784761084804,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2437053200,223,0.005999784761084804,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2138126554,222,0.005972879896685321,6,Sampling procedural shaders using affine arithmetic,4.017399095548831e-05,False,False,False
top_tier_to_unicamp,W2214536953,221,0.005945975032285837,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W4211092666,220,0.0059190701678863535,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2165254944,219,0.005892165303486871,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2963815651,214,0.005757640981489454,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2170314424,211,0.005676926388291003,14,A posteriori agreement for fault-tolerant clock synchronization on broadcast networks,1.2200272880036e-05,False,False,False
top_tier_to_unicamp,W2535873859,211,0.005676926388291003,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1984627834,211,0.005676926388291003,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2924182316,209,0.0056231166594920366,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2142069714,208,0.005596211795092553,13,Online and off-line handwriting recognition: a comprehensive survey,0.00010320363104529602,False,False,False
top_tier_to_unicamp,W3036079062,208,0.005596211795092553,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2051682049,206,0.005542402066293586,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2114877339,206,0.005542402066293586,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3180039530,204,0.005488592337494619,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1965585496,203,0.005461687473095136,4,Supervised and unsupervised methods in employing discourse relations for improving opinion polarity classification,7.995880824323995e-06,False,False,False
top_tier_to_unicamp,W1967140145,203,0.005461687473095136,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2510508396,202,0.005434782608695652,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2170194695,202,0.005434782608695652,14,The MAFT architecture for distributed fault tolerance,1.3747920764980875e-05,False,False,True
top_tier_to_unicamp,W2120575449,202,0.005434782608695652,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2123033018,201,0.005407877744296169,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2164372721,201,0.005407877744296169,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1980650074,197,0.005300258286698235,14,Atomic Broadcast: From Simple Message Diffusion to Byzantine Agreement,1.250363376540109e-05,False,False,False
top_tier_to_unicamp,W2133598069,194,0.005219543693499785,9,Partial encryption of compressed images and videos,2.3557941969159674e-05,False,False,False
top_tier_to_unicamp,W2142179838,193,0.005192638829100302,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2148037789,191,0.005138829100301334,9,Multiple description coding: compression meets the network,5.8667683657082645e-05,False,False,False
top_tier_to_unicamp,W2129265100,189,0.005085019371502368,8,Coupling a Single Atomic Quantum Bit to a High Finesse Optical Cavity,1.136688336087621e-05,False,False,False
top_tier_to_unicamp,W2150154671,189,0.005085019371502368,25,A strongly polynomial minimum cost circulation algorithm,1.170184553673777e-05,False,False,False
top_tier_to_unicamp,W2952587893,188,0.005058114507102884,0,Co-Occurrence Feature Learning for Skeleton Based Action Recognition Using Regularized Deep LSTM Networks,2.22603882293133e-05,False,False,True
top_tier_to_unicamp,W2101504257,187,0.005031209642703401,1,A mobile butterfly-watching learning system for supporting independent learning,6.162361851594137e-06,False,False,False
top_tier_to_unicamp,W2074011351,186,0.005004304778303917,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1980507101,186,0.005004304778303917,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W4388574886,185,0.004977399913904434,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2093678351,184,0.0049504950495049506,14,Key management systems for sensor networks in the context of the Internet of Things,1.5923585339316977e-05,False,False,False
top_tier_to_unicamp,W1972004026,184,0.0049504950495049506,3,Identifying the Minimal Transversals of a Hypergraph and Related Problems,1.2959475782779639e-05,False,False,False
top_tier_to_unicamp,W2137406659,178,0.00478906586310805,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2964134613,178,0.00478906586310805,0,NTU RGB+D: A Large Scale Dataset for 3D Human Activity Analysis,2.4325380366530836e-05,False,False,False
top_tier_to_unicamp,W2946794439,177,0.004762160998708567,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2110575115,176,0.004735256134309083,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2963748441,175,0.004708351269909599,0,"SQuAD: 100,000+ Questions for Machine Comprehension of Text",4.2560802348236617e-05,False,False,False
top_tier_to_unicamp,W2092483417,175,0.004708351269909599,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2168903090,173,0.004654541541110633,18,A data-oriented (and beyond) network architecture,0.000356776235212383,False,False,True
top_tier_to_unicamp,W2807021761,169,0.0045469220835126995,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2296583276,169,0.0045469220835126995,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2066945620,168,0.004520017219113216,13,Randomization and derandomization in space-bounded computation,6.162361851594137e-06,False,False,False
top_tier_to_unicamp,W2539190473,167,0.004493112354713732,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2045362872,166,0.004466207490314249,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2907705732,166,0.004466207490314249,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2982407593,165,0.004439302625914765,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2430154064,165,0.004439302625914765,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1780715146,164,0.004412397761515282,14,A Paradigm for Reliable Clock Synchronization,2.2781632018675582e-05,False,False,False
top_tier_to_unicamp,W2099563019,163,0.004385492897115799,9,The JPEG 2000 still image compression standard,6.772784278317502e-05,False,False,False
top_tier_to_unicamp,W1969921890,162,0.004358588032716315,7,Scaffold Architecture and Pharmacophoric Properties of Natural Products and Trade Drugs:  Application in the Design of Natural Product-Based Combinatorial Libraries,1.1951103269438314e-05,False,False,False
top_tier_to_unicamp,W2102061396,161,0.004331683168316832,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W4385894687,160,0.004304778303917348,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W4321434840,159,0.0042778734395178646,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2239443241,159,0.0042778734395178646,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2168231600,158,0.004250968575118382,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W4304943299,157,0.004224063710718898,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2130642985,157,0.004224063710718898,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2910094941,157,0.004224063710718898,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2145021036,156,0.004197158846319414,16,The SPLASH-2 programs,0.00020247039260845183,False,False,True
top_tier_to_unicamp,W2069489095,156,0.004197158846319414,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2117984332,155,0.004170253981919931,14,Random key predistribution schemes for sensor networks,7.070463920228331e-05,False,False,True
top_tier_to_unicamp,W2096544401,151,0.004062634524321997,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1572028520,151,0.004062634524321997,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2038642559,150,0.004035729659922514,13,On uniform circuit complexity,6.162361851594137e-06,False,False,False
top_tier_to_unicamp,W2068219251,150,0.004035729659922514,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3107463944,149,0.0040088247955230305,8,Quantum computational advantage using photons,7.166847637030495e-06,False,False,True
top_tier_to_unicamp,W2950339735,149,0.0040088247955230305,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2148155904,148,0.003981919931123547,26,Accelerated proximity queries between convex polyhedra by multi-level Voronoi marching,6.162361851594137e-06,False,False,False
top_tier_to_unicamp,W1530595269,145,0.003901205337925097,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2086775845,144,0.0038743004735256135,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1968850365,144,0.0038743004735256135,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2950361482,142,0.0038204907447266464,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2245493112,142,0.0038204907447266464,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1985460844,142,0.0038204907447266464,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2123528931,142,0.0038204907447266464,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2170023599,142,0.0038204907447266464,9,The JPEG2000 still image coding system: an overview,4.398587910138758e-05,False,False,False
top_tier_to_unicamp,W2005922699,141,0.003793585880327163,13,On-line recognition of handwritten isolated arabic characters,1.094427082293132e-05,False,False,False
top_tier_to_unicamp,W2070143657,141,0.003793585880327163,1,Geometric matching under noise: combinatorial bounds and algorithms,3.328825605231269e-05,False,False,True
top_tier_to_unicamp,W1787484557,139,0.0037397761515281965,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2138875086,139,0.0037397761515281965,20,Explicit polymorphism and CPS conversion,1.3884868137605743e-05,False,False,True
top_tier_to_unicamp,W2012644520,138,0.0037128712871287127,3,Minimum Covers in Relational Database Model,1.1017201518336731e-05,False,False,False
top_tier_to_unicamp,W2259014610,137,0.0036859664227292294,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2028382703,136,0.003659061558329746,14,Timed consistency for shared distributed objects,6.744431366746473e-06,False,False,False
top_tier_to_unicamp,W2531849700,136,0.003659061558329746,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2155847110,135,0.0036321566939302627,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3161892646,134,0.003605251829530779,14,AMp: a highly parallel atomic multicast protocol,8.519708601259569e-06,False,False,False
top_tier_to_unicamp,W2142878425,134,0.003605251829530779,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2765928069,133,0.0035783469651312957,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2083878868,133,0.0035783469651312957,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2131975293,132,0.0035514421007318124,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2140190241,131,0.003524537236332329,4,Data mining: concepts and techniques,0.00022555585110322105,False,True,False
top_tier_to_unicamp,W2735006420,131,0.003524537236332329,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2171094216,130,0.0034976323719328453,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3007728642,130,0.0034976323719328453,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2068862022,130,0.0034976323719328453,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2109558263,130,0.0034976323719328453,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2104952158,129,0.003470727507533362,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2020114845,128,0.0034438226431338786,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2175347203,128,0.0034438226431338786,14,Automatic reconfiguration in the presence of failures,6.162361851594137e-06,False,False,False
top_tier_to_unicamp,W2982157693,128,0.0034438226431338786,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2044052675,127,0.0034169177787343953,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2120329636,127,0.0034169177787343953,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2028806953,127,0.0034169177787343953,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2108214384,126,0.0033900129143349116,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2805804251,126,0.0033900129143349116,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2153245338,126,0.0033900129143349116,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2116160602,126,0.0033900129143349116,9,Low bit-rate scalable video coding with 3-D set partitioning in hierarchical trees (3-D SPIHT),9.311585366823436e-05,False,False,False
top_tier_to_unicamp,W1997369208,126,0.0033900129143349116,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2096914045,125,0.0033631080499354283,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2123806189,125,0.0033631080499354283,13,A new approach to the maximum flow problem,3.7713617466532063e-05,False,False,True
top_tier_to_unicamp,W2486441166,124,0.003336203185535945,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2036830099,122,0.003282393456736978,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2535104337,122,0.003282393456736978,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1492999010,122,0.003282393456736978,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2559767675,122,0.003282393456736978,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2143996311,120,0.0032285837279380112,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1660562555,120,0.0032285837279380112,14,Handbook of applied cryptography,0.00047106927617358065,False,True,False
top_tier_to_unicamp,W2945827670,120,0.0032285837279380112,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2038296020,119,0.003201678863538528,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2128910824,118,0.003174773999139044,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3131505924,118,0.003174773999139044,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2964325005,118,0.003174773999139044,0,Dropout improves Recurrent Neural Networks for Handwriting Recognition,1.4827961878743209e-05,False,False,False
top_tier_to_unicamp,W2072764742,117,0.003147869134739561,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3162922479,117,0.003147869134739561,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1975575519,117,0.003147869134739561,20,Reasoning about programs in continuation-passing style,2.5311120991263868e-05,False,False,False
top_tier_to_unicamp,W2942074357,116,0.0031209642703400775,21,Deferred neural rendering,2.238690867976071e-05,False,False,True
top_tier_to_unicamp,W2964298054,116,0.0031209642703400775,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2166827970,116,0.0031209642703400775,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2106033751,115,0.003094059405940594,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2163935396,115,0.003094059405940594,9,Space-frequency quantization for wavelet image coding,0.00015198025796697004,False,False,False
top_tier_to_unicamp,W2035735180,114,0.0030671545415411105,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2884276923,114,0.0030671545415411105,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2128020592,114,0.0030671545415411105,8,"Entangled coherent states for systems with<i>SU</i>(2) and<i>SU</i>(1,1) symmetries",9.066567325804706e-06,False,False,True
top_tier_to_unicamp,W1741569902,114,0.0030671545415411105,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2118097920,113,0.003040249677141627,0,Learning a Deep Compact Image Representation for Visual Tracking,6.596849193648957e-05,False,False,False
top_tier_to_unicamp,W2119887272,113,0.003040249677141627,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2061892353,113,0.003040249677141627,8,Multiphoton quantum optics and quantum state engineering,1.387721205786186e-05,False,False,False
top_tier_to_unicamp,W2069730641,113,0.003040249677141627,1,World explorer,1.3944414729191216e-05,False,False,False
top_tier_to_unicamp,W4312092243,113,0.003040249677141627,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2981863007,112,0.003013344812742144,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1974767305,111,0.0029864399483426605,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2014607681,111,0.0029864399483426605,8,Experimental quantum teleportation of a two-qubit composite system,1.3350400760529659e-05,False,False,False
top_tier_to_unicamp,W2141125852,111,0.0029864399483426605,0,Multi-column deep neural networks for image classification,0.0001646245596176971,False,False,False
top_tier_to_unicamp,W1967268147,110,0.0029595350839431767,10,Geodesic Matting: A Framework for Fast Interactive Image and Video Segmentation and Matting,1.4344997359143607e-05,False,False,False
top_tier_to_unicamp,W2758175304,110,0.0029595350839431767,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W4362581834,110,0.0029595350839431767,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W4297833218,110,0.0029595350839431767,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2138243089,109,0.0029326302195436934,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2964227007,109,0.0029326302195436934,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W101255397,109,0.0029326302195436934,14,Synchronous atomic broadcast for redundant broadcast channels,1.2718714130428736e-05,False,False,False
top_tier_to_unicamp,W2038194220,109,0.0029326302195436934,3,Internet of Things in Industries: A Survey,5.0778413629228336e-05,False,False,False
top_tier_to_unicamp,W2071236694,109,0.0029326302195436934,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2154837369,108,0.00290572535514421,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2106083581,108,0.00290572535514421,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1673310716,107,0.002878820490744727,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2006084860,107,0.002878820490744727,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2337155942,107,0.002878820490744727,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2785615365,107,0.002878820490744727,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3147660836,106,0.002851915626345243,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W2803371618,106,0.002851915626345243,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W3174770825,106,0.002851915626345243,,fora do cache do GraphML,,,,
top_tier_to_unicamp,W1981420413,106,0.002851915626345243,3,Bigtable,0.00015276911159525048,False,False,False
top_tier_to_unicamp,W2143229717,106,0.002851915626345243,14,Fine-grained network time synchronization using reference broadcasts,3.085286826599932e-05,False,False,False
top_tier_to_unicamp,W1990600049,106,0.002851915626345243,13,"Practical graph isomorphism, II",2.436238269358375e-05,False,False,False
top_tier_to_unicamp,W2024250427,106,0.002851915626345243,1,Model-based boundary estimation of complex objects using hierarchical active surface templates,6.3942537693929e-06,False,False,False
top_tier_to_unicamp,W2087946700,105,0.0028250107619457597,3,Cassandra,5.800109505442386e-05,False,False,False
