openalex_id,title,community_id,is_a_inter,is_a_inter_top_paths,is_a_inter_institution_paths,bridge_freq_top,bridge_freq_institutions,bridge_freq_total,bridge_fraction_top,bridge_fraction_institutions,pagerank,authority,hub,approx_betweenness_path_subgraph,eigenvector_path_subgraph,harmonic_to_unicamp_sampled,harmonic_to_top_tier_sampled,bridge_proximity,is_unicamp,is_top_tier,is_important_institution
W2028701196,Collaborative authorship in the twelfth century: A stylometric study of Hildegard of Bingen and Guibert of Gembloux,4,True,False,True,0,1,1,0.0,1.400089605734767e-05,6.91150271345003e-06,8.11286818052012e-07,3.89631181623497e-08,0.0,1.6386857997420513e-05,0.1698660714285713,0.2573660714285712,0.5828759905925062,False,False,False
W2028729655,Genuine multiqubit entanglement and controlled teleportation,8,True,False,True,0,1,1,0.0,1.400089605734767e-05,1.5751455500058386e-05,4.936839855472061e-09,6.20385889226005e-10,0.0,2.7468993007262243e-08,0.1365857233044732,0.17917596726190477,0.4361036592473784,False,False,False
W2028782774,Activity recognition with android phone using mixture-of-experts co-trained with labeled and unlabeled data,4,True,False,True,0,4,4,0.0,5.600358422939068e-05,7.211767709728699e-06,2.1941030802196408e-06,2.0817876199031782e-07,0.0,5.9651550800568196e-05,0.16635974702380943,0.2619791666666665,0.581975500288807,False,False,False
W2028787907,Pro-Diluvian,18,True,False,True,0,3,3,0.0,4.2002688172043014e-05,8.902501355082038e-06,8.640142582285208e-09,2.3635164547062362e-08,0.0,3.1654325835172427e-06,0.16814856150793642,0.22806919642857112,0.545917596207905,False,False,True
W2028864648,INTRODUCTION TO THE BASICS OF ENTANGLEMENT THEORY IN CONTINUOUS-VARIABLE SYSTEMS,8,True,True,False,1,0,1,2.6904864399483427e-05,0.0,3.5138694021858844e-05,2.1652506043595704e-08,1.2966730386884591e-08,1.8965148195714034e-05,1.7487814145003703e-06,0.16250648223304462,0.2229910714285712,0.5306721305325148,False,False,False
W2028928883,Frequency of Occurrence and Potency Range Distribution of Activity Cliffs in Bioactive Compounds,7,True,True,False,1,0,1,2.6904864399483427e-05,0.0,9.670711137850916e-06,4.649518027443738e-08,3.81817832023825e-07,0.0,1.0556964392703533e-05,0.14162354572510813,0.2301525297619045,0.5032952209890911,False,False,False
W2028933072,Genetic learning of accurate and compact fuzzy rule based systems based on the 2-tuples linguistic representation,5,True,True,True,3,2,5,8.071459319845028e-05,2.800179211469534e-05,1.198969859592675e-05,7.128523279059837e-07,1.9692937662319905e-07,3.190461800796469e-05,1.8054209057967715e-05,0.18495163690476188,0.2859374999999999,0.6410794358335626,False,False,False
W2028981944,Equivalence between Entanglement and the Optimal Fidelity of Continuous Variable Teleportation,8,True,True,True,15,12,27,0.0004035729659922514,0.00016801075268817206,9.507838004172535e-06,9.860883617181409e-09,1.2410934566396739e-09,0.0,1.575151976217945e-06,0.16177765376984116,0.22467447916666644,0.531475607013009,False,False,False
W2029039148,Hybrid representations for audiophonic signal encoding,9,True,True,True,14,5,19,0.000376668101592768,7.000448028673835e-05,9.742448249278477e-06,1.035160021131527e-07,3.1283723066190124e-07,0.0,1.0764145348896758e-05,0.1719992897727272,0.261923363095238,0.5916946527953575,False,False,False
W2029091717,A Survey of Green Information-Centric Networking: Research Issues and Challenges,18,True,True,True,1,4,5,2.6904864399483427e-05,5.600358422939068e-05,2.0845006007295635e-05,1.472075724941305e-06,2.467050701605397e-07,1.7853218399036937e-05,3.953636216098435e-05,0.18505394345238085,0.2619233630952379,0.6137386728125612,False,False,False
W2029121206,Mutation based test case generation via a path selection strategy,12,True,True,True,2,6,8,5.3809728798966854e-05,8.400537634408603e-05,6.162361851594137e-06,0.0,1.257284431613527e-09,0.0,1.8736642278607006e-07,0.15670262896825388,0.21145833333333314,0.5074552409801512,False,False,False
W2029217165,Clustering with the multivariate normal inverse Gaussian distribution,28,True,False,True,0,1,1,0.0,1.400089605734767e-05,8.323893111552514e-06,3.2332429466973316e-08,3.633792188737338e-08,0.0,3.243453671559367e-06,0.16087549603174592,0.2540364583333331,0.5635600158659765,False,False,False
W2029224396,SecVisor,23,True,True,True,6,1,7,0.00016142918639690056,1.400089605734767e-05,3.6760509536586366e-05,4.053099643373166e-08,1.0000687815055778e-08,0.0,3.5802975835714176e-07,0.16148341675685413,0.21908482142857122,0.5243452141388933,False,False,False
W2029391972,Coping with link failures in centralized control plane architectures,2,True,False,True,0,1,1,0.0,1.400089605734767e-05,2.0798120594019952e-05,7.837669058856632e-07,1.6027132119961882e-07,1.4845503990308901e-06,4.120308247156549e-05,0.175310301677489,0.2566406249999998,0.5913078154091633,False,False,False
W2029500199,Searching the Web,4,True,False,True,0,1,1,0.0,1.400089605734767e-05,1.2481651145552927e-05,1.2590015289577038e-07,8.621645471291265e-08,0.0,7.935369806620838e-06,0.16983816964285703,0.26145833333333307,0.5874434869711971,False,False,True
W2029500775,Pareto efficient multi-objective test case selection,12,True,True,True,1,1,2,2.6904864399483427e-05,1.400089605734767e-05,1.480428261151646e-05,4.888090608809484e-08,4.678804739028422e-07,0.0,3.645031071297006e-05,0.18126860119047608,0.2628906249999999,0.6085496817904487,False,False,True
W2029568264,Theory of decoherence-free fault-tolerant universal quantum computation,8,True,True,True,1,4,5,2.6904864399483427e-05,5.600358422939068e-05,2.0593259273345077e-05,1.562255398800625e-08,5.865462598351927e-08,0.0,2.308858888183726e-07,0.15522411616161608,0.2109747023809522,0.5044777167406655,False,False,True
W2029658262,The Economics of Spam,4,True,False,True,0,3,3,0.0,4.2002688172043014e-05,6.162361851594137e-06,0.0,2.428606133056295e-07,0.0,1.1791599352141838e-05,0.1598558125901875,0.24882812499999976,0.5559825335810493,False,False,False
W2029706450,An Incremental Algorithm for a Generalization of the Shortest-Path Problem,2,True,True,True,7,36,43,0.000188334050796384,0.0005040322580645161,2.5990964868712465e-05,4.2719361797455076e-08,2.455531491329267e-09,0.0,2.145669292073241e-06,0.15487069354256844,0.21661086309523792,0.510589567015735,False,False,True
W2029758586,Security of the Internet of Things: perspectives and challenges,14,True,True,True,2,3,5,5.3809728798966854e-05,4.2002688172043014e-05,2.3603228087667545e-05,1.2071997382554723e-05,7.6282076563916e-08,4.363308184351375e-05,0.00020187680153475635,0.19541480654761892,0.30403645833333337,0.6794989100965159,False,False,True
W2029767187,Experimental comparison of representation methods and distance measures for time series data,1,True,True,False,1,0,1,2.6904864399483427e-05,0.0,1.7902799649499576e-05,3.897677558235694e-07,5.723817131209013e-07,0.0,4.5226339333130975e-05,0.18801153273809515,0.30364583333333334,0.6660749586868332,False,False,False
W2029963556,Systematic mapping study on granular computing,5,True,False,True,0,7,7,0.0,9.80062724014337e-05,8.394428727570951e-06,2.3245726676744154e-08,6.002319591130718e-08,0.0,1.9984822367928507e-06,0.16497705853174588,0.23848586309523792,0.5529556457291038,False,False,True
W2030099369,High-Quality Lighting and Efficient Pre-Integration for Volume Rendering,10,True,True,False,1,0,1,2.6904864399483427e-05,0.0,6.420942355781634e-06,2.0905781479937254e-08,0.0,0.0,9.446883158438772e-08,0.13338603670634905,0.18613281249999994,0.43925210622419214,False,False,False
W2030165200,M3: Stream Processing on Main-Memory MapReduce,3,True,True,False,1,0,1,2.6904864399483427e-05,0.0,8.224109314666202e-06,4.609791742910305e-08,2.425383029359666e-07,0.0,2.7713213055785386e-05,0.17503100198412688,0.2608072916666665,0.5956135272064036,False,False,True
W2030265202,An overview of the JPEG 2000 still image compression standard,9,True,True,True,35,37,72,0.0009416702539819199,0.0005180331541218638,2.93789570905336e-05,2.418042916372161e-05,5.543199119977479e-07,0.0,0.0003701279077954293,0.1834821428571428,0.28971354166666663,0.6427298911554629,False,False,False
W2030286884,NNScore: A Neural-Network-Based Scoring Function for the Characterization of Protein−Ligand Complexes,7,True,True,False,1,0,1,2.6904864399483427e-05,0.0,2.3613209623721307e-05,1.9935071315529164e-05,3.260604389520002e-07,0.0,4.871605105712694e-05,0.1691192054473303,0.27031249999999984,0.5960418141185617,False,False,False
W2030298336,RUFUS,19,True,False,True,0,4,4,0.0,5.600358422939068e-05,1.1174427842472715e-05,1.8195828072315309e-07,1.2651711877464505e-09,0.0,1.184595749501735e-08,0.12556761814574302,0.17747395833333326,0.41615330166401,False,False,False
W2030298904,Video event classification using string kernels,0,True,False,True,0,18,18,0.0,0.00025201612903225806,6.5365493970492104e-06,1.5210926509510379e-05,1.4174724339171864e-05,0.0,0.0016023973356340882,0.19229910714285706,0.32057291666666676,0.6921484436413383,False,False,False
W2030308994,The synchronization of chaotic systems,27,True,False,True,0,5,5,0.0,7.000448028673835e-05,5.207920804239753e-05,3.2982867331431464e-07,1.7808529702811387e-09,0.0,5.804032053852514e-06,0.15889475108225098,0.2414806547619045,0.5460634974897866,False,False,False
W2030346542,Efficient hierarchical graph-based video segmentation,10,True,True,True,21,3,24,0.000565002152389152,4.2002688172043014e-05,2.4565538906498375e-05,0.00010302329724624921,2.049459744623243e-06,0.0,0.0007778648823262325,0.18326822916666652,0.28723958333333327,0.6396065967256136,False,False,False
W2030366785,Person-independent facial expression detection using Constrained Local Models,1,True,True,False,1,0,1,2.6904864399483427e-05,0.0,1.348599642122677e-05,6.5916661818430154e-06,2.1157673569102998e-05,0.0,0.0014578477836970825,0.19333147321428562,0.3177083333333335,0.6908961646947672,False,False,True
W2030370977,Online video summarization on compressed domain,24,True,True,False,2,0,2,5.3809728798966854e-05,0.0,2.0297285407402026e-05,2.9000566390773692e-05,1.4621627230240269e-06,0.0,0.00023315533268532666,0.18672213203463195,0.27526041666666656,0.6319998551982561,True,False,False
W2030481825,Low level Metrics to High level SLAs - LoM2HiS framework: Bridging the gap between monitored metrics and SLA parameters in cloud environments,3,True,False,True,0,4,4,0.0,5.600358422939068e-05,1.6368986606350447e-05,6.786499885771242e-08,4.860871361684958e-08,0.0,5.78105688822255e-06,0.17771577380952366,0.24564732142857124,0.5824601308005406,False,False,False
W2030488300,Object Recognition as Many-to-Many Feature Matching,1,True,True,False,1,0,1,2.6904864399483427e-05,0.0,7.049490389505111e-06,8.32108680903524e-06,2.9445099358426844e-06,0.0,0.00027564333184441214,0.18868117559523795,0.28828125,0.650159156811461,False,False,True
W2030565040,Toward a Unified Ontology of Cloud Computing,3,True,True,False,1,0,1,2.6904864399483427e-05,0.0,6.10959809158701e-05,2.07026061992847e-07,2.283739094559473e-07,1.93108377671534e-05,3.739097640991597e-05,0.18249627976190466,0.2680989583333332,0.6166259103469199,False,False,False
W2030650827,A DoS-limiting network architecture,18,True,True,False,12,0,12,0.0003228583727938011,0.0,0.00024047731448341585,1.3257347799563221e-07,7.722935193371997e-09,0.00014888691644255944,7.668773033295635e-06,0.18107328869047604,0.25286458333333317,0.59651091658219,False,False,False
W2030680983,A comparative intelligibility study of single-microphone noise reduction algorithms,15,True,True,True,3,2,5,8.071459319845028e-05,2.800179211469534e-05,2.238037348411629e-05,4.909128875540334e-06,3.3945255323932464e-07,2.360806829341996e-06,1.2933117756248837e-05,0.14559800009018747,0.22155877976190452,0.5006905396089852,False,False,False
W2030684361,Formalizing information security knowledge,24,True,False,True,0,1,1,0.0,1.400089605734767e-05,2.870101080018677e-05,3.4577437426848185e-07,4.2937284321694544e-08,0.0,7.398486480259781e-06,0.17568204365079357,0.2516927083333331,0.5862005248005859,False,False,False
W2030868491,Objects and views,24,True,True,True,2,6,8,5.3809728798966854e-05,8.400537634408603e-05,1.9883085239612866e-05,8.338136161842181e-11,0.0,0.0,1.4154374075636501e-08,0.1397879464285713,0.18440290178571417,0.44757511959790847,False,False,False
W2030877481,"CAP twelve years later: How the ""rules"" have changed",3,True,True,False,1,0,1,2.6904864399483427e-05,0.0,2.0864913635098588e-05,3.496074255802927e-07,3.3217571272375453e-09,1.2298431403232896e-05,2.0850812761710343e-05,0.17718902191558428,0.25624999999999976,0.5940151765587811,False,False,True
W2030899956,"Bypassing synthesis: PLS for face recognition with pose, low-resolution and sketch",1,True,True,False,6,0,6,0.00016142918639690056,0.0,1.7143152462932804e-05,0.00010666906823159898,2.1714274027445774e-07,0.0,0.000986041426094708,0.17901785714285703,0.28776041666666663,0.6327190383721333,False,False,False
W2030911590,Parallel computation of polynomial GCD and some related parallel computations over abstract fields,6,True,True,True,2,1,3,5.3809728798966854e-05,1.400089605734767e-05,1.823735173331345e-05,1.3864780343286552e-08,2.8057253895534893e-08,0.0,3.235631878783429e-07,0.1541046626984125,0.21309523809523787,0.5051751284746749,False,False,False
W2030950474,Handling drifts and shifts in on-line data streams with evolving fuzzy systems,5,True,True,False,1,0,1,2.6904864399483427e-05,0.0,2.5652778384036918e-05,4.358232556658972e-06,1.3378272905368834e-06,0.0,0.00013127500573569797,0.18789992559523802,0.30820312499999986,0.6708555569033535,False,False,False
W2031163547,Toward developing a systematic approach to generate benchmark datasets for intrusion detection,4,True,True,False,3,0,3,8.071459319845028e-05,0.0,5.1192924908175934e-05,0.00011494660094296659,1.353639817907008e-07,4.9073218149481656e-05,0.0004476722966266339,0.18984685019841263,0.2981770833333333,0.663263392100108,False,False,False
W2031232041,Evolutionary multi-objective optimization: a historical view of the field,5,True,True,False,1,0,1,2.6904864399483427e-05,0.0,9.832797571817857e-06,8.480325077145156e-07,5.591448496892097e-07,0.0,4.179254517664358e-05,0.19178757440476185,0.28815104166666655,0.6553412855251641,False,False,False
W2031274739,Synchronization of multiple video recordings based on still camera flashes,24,True,True,True,24,13,37,0.0006457167455876022,0.00018201164874551972,6.162361851594137e-06,0.0,1.4494178982301737e-07,0.0,1.0690541600027881e-05,0.17046469155844146,0.2490327380952379,0.5743711779794621,False,False,False
W2031300154,Computer identification of musical instruments using pattern recognition with cepstral coefficients as features,15,True,False,True,0,3,3,0.0,4.2002688172043014e-05,4.8830744769471516e-05,2.0450281999336506e-07,4.481224126424083e-10,0.0,1.0953231291942468e-07,0.13196304563492048,0.190848214285714,0.44240233856318095,False,False,True
W2031332477,Packing and Padding: Coupled Multi-index for Accurate Image Retrieval,1,True,False,True,0,4,4,0.0,5.600358422939068e-05,1.6506904097918862e-05,0.00010037819936123826,8.599685816029348e-06,2.754274634232328e-06,0.003079728588703481,0.19173177083333318,0.3037760416666668,0.6727767887585004,False,False,True
W2031334527,Effective 3D action recognition using EigenJoints,0,True,True,False,61,0,61,0.001641196728368489,0.0,1.205511249281858e-05,3.2266204922690456e-05,6.4225564996382546e-06,0.0,0.001215230777454979,0.18230096726190465,0.2954427083333333,0.646961330008953,False,False,False
W2031342017,Unbiased look at dataset bias,0,True,True,False,5,0,5,0.00013452432199741713,0.0,0.00014416266163790677,0.0010146756098281104,6.305736075527292e-05,1.6629386203258088e-06,0.020396311827996106,0.20419456845238085,0.35898437500000024,0.7547568519822666,False,False,True
W2031427508,Categorization and analysis of text in computer mediated communication archives using visualization,4,True,True,True,10,30,40,0.00026904864399483427,0.0004200268817204301,7.4720182606868924e-06,8.147406710770334e-11,2.045051752459784e-07,0.0,1.5067131754128722e-05,0.1696521577380952,0.2533854166666664,0.5779865073597651,False,False,False
W2031476339,Features for image retrieval: an experimental comparison,1,True,True,True,20,32,52,0.0005380972879896685,0.00044802867383512545,3.0609848097816684e-05,9.173919342641517e-05,6.3678144302567826e-06,0.00038122022521810993,0.0014038426114948157,0.22068452380952366,0.32773437500000024,0.7497114354582972,False,False,False
W2031533839,Fully homomorphic encryption using ideal lattices,14,True,True,True,10,9,19,0.00026904864399483427,0.00012600806451612903,9.131678372824759e-05,6.779407258134662e-05,2.1391748812991362e-07,7.426164339551058e-06,0.0006611962155049145,0.19989769345238081,0.30716145833333336,0.6907715626291207,False,False,True
W2031545890,Scheduling tasks sharing files on heterogeneous master–slave platforms,3,True,True,True,10,37,47,0.00026904864399483427,0.0005180331541218638,6.804522171496931e-06,2.334229400517453e-09,4.7538155422915555e-08,0.0,1.0427390102338464e-06,0.1635574494949493,0.2322358630952378,0.5433091343153676,False,False,False
W2031604000,Brain tumor characterization using the soft computing technique of fuzzy cognitive maps,5,True,False,True,0,1,1,0.0,1.400089605734767e-05,1.531226717121656e-05,3.36814857123307e-08,7.560371203963013e-09,0.0,4.661866394817822e-08,0.14105310921717162,0.19600074404761897,0.46351883931987403,False,False,False
W2031614119,Discrete Cosine Transform,9,True,False,True,0,5,5,0.0,7.000448028673835e-05,9.356193604690193e-05,0.00010752462156640331,0.0,0.0,0.0008227967931752976,0.19087611607142843,0.29596354166666666,0.6625857647155576,False,False,False
W2031647436,Deep learning for monaural speech separation,15,True,True,True,3,1,4,8.071459319845028e-05,1.400089605734767e-05,1.3311374967078785e-05,1.452978086626803e-05,6.84222613532149e-06,4.50957823049309e-05,0.0006587984317258721,0.18468501984126973,0.31002604166666675,0.6670557335213012,False,False,False
W2031738616,Machine Learning Classification over Encrypted Data,14,True,True,False,4,0,4,0.00010761945759793371,0.0,1.6428481923892834e-05,2.364145541518473e-05,2.9755376657639524e-06,1.0623630732038982e-05,0.0004417074497954875,0.18260788690476185,0.2958333333333334,0.6479336233877171,False,False,True
W2031760375,Analysis of interpretability-accuracy tradeoff of fuzzy systems by multiobjective fuzzy genetics-based machine learning,5,True,True,True,9,4,13,0.00024214377959535084,5.600358422939068e-05,2.41942332831285e-05,3.641213646344979e-06,4.782984685218148e-07,2.1247261464077963e-05,3.792632645718957e-05,0.18488653273809513,0.28463541666666664,0.6395055329343574,False,False,False
W2031770535,Routing and link-layer protocols for multi-channel multi-interface ad hoc wireless networks,14,True,False,True,0,1,1,0.0,1.400089605734767e-05,6.670086869695689e-06,2.0379977689902534e-10,5.87031980491412e-10,0.0,1.9013780568663668e-07,0.14750744047619035,0.204892113095238,0.4846372401872408,False,False,False
W2031862949,Selection algorithms for replicated Web servers,12,True,True,True,1,1,2,2.6904864399483427e-05,1.400089605734767e-05,7.553389570550865e-05,6.679771524803861e-10,0.0,0.0,1.2884972574292966e-07,0.14551429473304459,0.19132254464285703,0.4651393719293332,False,False,False
W2031968565,A projection method for generalized eigenvalue problems using numerical integration,6,True,False,True,0,1,1,0.0,1.400089605734767e-05,1.1124116789763569e-05,1.3103144104211832e-11,2.431579592565775e-09,0.0,2.7290472077447073e-09,0.12395523313492049,0.1704706101190476,0.40523261256361515,False,False,False
W2032051771,"Prospecting for new gold-bearing alteration zones at El-Hoteib area, South Eastern Desert, Egypt, using remote sensing data analysis",11,True,False,True,0,1,1,0.0,1.400089605734767e-05,2.1636365931543413e-05,8.084454155984228e-07,6.382718987447449e-08,0.0,1.6580035736531397e-06,0.1524463383838382,0.21728050595238077,0.5073598300341176,False,False,False
W2032066785,Context quantization with Fisher discriminant for adaptive embedded wavelet image coding,9,True,True,False,1,0,1,2.6904864399483427e-05,0.0,1.2887788199661945e-05,2.7927332079747253e-07,3.365396953909612e-07,0.0,1.6031371948381074e-05,0.17022287608225103,0.252548363095238,0.5780008000036382,False,False,False
W2032212328,Certifying LexBFS Recognition Algorithms for Proper Interval Graphs and Proper Interval Bigraphs,25,True,False,True,0,1,1,0.0,1.400089605734767e-05,1.2236340764027182e-05,8.558371412356757e-09,6.449056066497809e-10,0.0,5.512768629748358e-13,0.09936615034271273,0.12765715187590176,0.31397061683887895,False,False,False
W2032284732,Aggregated-DAG Scheduling for Job Flow Maximization in Heterogeneous Cloud Computing,3,True,True,True,2,1,3,5.3809728798966854e-05,1.400089605734767e-05,9.570820833160341e-06,8.851146191734519e-08,1.1483156053472128e-07,0.0,2.8835718247075555e-06,0.17845390286796525,0.24635416666666649,0.5845076234560671,False,False,False
W2032377318,Multi-atlas based segmentation of brain images: Atlas selection and its effect on accuracy,10,True,True,True,5,3,8,0.00013452432199741713,4.2002688172043014e-05,1.7977237065769424e-05,3.477181036590892e-05,5.020866033791691e-07,0.0,0.0003179964576757324,0.18114769345238085,0.2906249999999999,0.639631860178367,False,False,False
W2032438879,"What is ""critical"" about critical design?",19,True,True,False,1,0,1,2.6904864399483427e-05,0.0,1.3934826684356926e-05,1.5280101313072e-11,3.687912728909642e-13,0.0,1.4869290601170642e-09,0.10954325622294364,0.15137338789682525,0.35897548191336376,False,False,False
W2032512814,Memory power management via dynamic voltage/frequency scaling,16,True,True,False,1,0,1,2.6904864399483427e-05,0.0,1.0059928988341883e-05,7.954825468189215e-06,6.689875141208733e-08,8.038647046468706e-05,2.0512862112903177e-05,0.16541418650793635,0.24330357142857123,0.5592523493690881,False,False,True
W2032532974,Improved Emotion Recognition Using Gaussian Mixture Model and Extreme Learning Machine in Speech and Glottal Signals,4,True,False,True,0,5,5,0.0,7.000448028673835e-05,6.162361851594137e-06,0.0,1.2361005548299652e-06,0.0,4.536173861594059e-05,0.17349668560606052,0.2729910714285713,0.6066902441598359,False,False,False
W2032558548,Localizing parts of faces using a consensus of exemplars,1,True,True,False,9,0,9,0.00024214377959535084,0.0,5.786275410306934e-05,7.890487453434834e-05,3.6823183632202926e-06,0.0,0.0022721485709199757,0.18958333333333324,0.3179687500000001,0.6844464822748424,False,False,False
W2032613563,Run-time optimizations for replicated dataflows on heterogeneous environments,16,True,True,False,1,0,1,2.6904864399483427e-05,0.0,7.657082395111387e-06,3.9642492061317287e-07,1.1690448585467419e-07,0.0,1.3389966905824362e-05,0.1727523561507935,0.24043898809523792,0.568148198534994,False,False,True
W2032658116,Evolutionary Computation and Its Applications in Neural and Fuzzy Systems,5,True,False,True,0,1,1,0.0,1.400089605734767e-05,6.307879230382221e-06,3.1366895507870223e-06,1.1327308787628728e-06,0.0,8.145184001595678e-05,0.19335007440476176,0.2983072916666667,0.6695011153439622,False,False,False
W2032666584,Development and Evaluation of an Integrated Virtual Screening Strategy by Combining Molecular Docking and Pharmacophore Searching Based on Multiple Protein Structures,7,True,True,False,1,0,1,2.6904864399483427e-05,0.0,1.1910917724809643e-05,2.466757922163554e-07,1.0002914948145316e-07,0.0,1.489105652974592e-06,0.14337205762987,0.21772693452380928,0.49253322997084237,False,False,False
W2032667132,A control theoretic approach to active queue management,2,True,False,True,0,1,1,0.0,1.400089605734767e-05,1.4623491812047983e-05,1.62712764944967e-08,6.333152427359626e-09,0.0,1.4104450626001364e-07,0.1500620039682538,0.19426153273809507,0.47596604862057046,False,False,False
W2032711322,Multiparty quantum-state sharing of an arbitrary two-particle state with Einstein-Podolsky-Rosen pairs,8,True,True,False,1,0,1,2.6904864399483427e-05,0.0,5.4710067928279514e-05,1.2044401836436584e-08,2.2307879706487885e-09,0.0,1.35990822247685e-07,0.15456377389971127,0.20501302083333314,0.4962400107276694,False,False,False
W2032721929,Quantum information storage using tunable flux qubits,8,True,True,True,11,7,18,0.0002959535083943177,9.80062724014337e-05,7.118757821550358e-06,5.174675914535698e-11,2.963633899631154e-11,0.0,1.5073877971675661e-09,0.1194163475413474,0.15812251984126974,0.3830680700951882,False,False,False
W2032777428,"Lattices of fuzzy sets and bipolar fuzzy sets, and mathematical morphology",10,True,False,True,0,6,6,0.0,8.400537634408603e-05,9.163207346902577e-06,6.938057842533093e-07,1.6174580561145086e-07,0.0,1.6687749164691008e-05,0.18504464285714275,0.2635416666666665,0.6156162865264672,False,False,False
W2032826816,Semantic preserving distance metric learning and applications,1,True,False,True,0,9,9,0.0,0.00012600806451612903,7.5969285411201645e-06,1.3186500438842676e-06,1.278555805873622e-05,0.0,0.0008095513265565722,0.20913318452380938,0.32356770833333337,0.7251723896631345,False,False,False
W2032869782,Polylogarithmic Approximation for Edit Distance and the Asymmetric Query Complexity,13,True,False,True,0,1,1,0.0,1.400089605734767e-05,9.826504977016291e-06,1.2259533904823555e-06,3.55432803378126e-07,0.0,2.251821347914884e-05,0.18696394751082243,0.2673177083333332,0.6232180135194473,False,False,True
W2032890294,"A genetic learning process for the scaling factors, granularity and contexts of the fuzzy rule-based system data base",5,True,True,True,1,1,2,2.6904864399483427e-05,1.400089605734767e-05,1.947877484190192e-05,1.2863231440133346e-06,4.815035064756106e-08,0.0,2.4810713076211893e-05,0.18244047619047615,0.2813802083333332,0.6316181052346636,False,False,False
W2032975071,Publication Venue Recommendation Based on Paper Abstract,4,True,True,True,5,1,6,0.00013452432199741713,1.400089605734767e-05,9.569442169738134e-06,1.4417946637728554e-11,1.058147769456645e-06,0.0,8.910517592177534e-05,0.1724020337301586,0.27395833333333314,0.6058437731197976,False,False,False
W2033018351,Quantum quincunx in cavity quantum electrodynamics,8,True,True,False,1,0,1,2.6904864399483427e-05,0.0,9.3555720721819e-06,6.047023712777334e-09,6.144393506866592e-10,0.0,6.523536917105659e-08,0.1351097470238094,0.189853050595238,0.4464772441333315,False,False,True
W2033031014,Tiled-MapReduce,3,True,True,False,1,0,1,2.6904864399483427e-05,0.0,6.162361851594137e-06,0.0,3.181290535652095e-07,0.0,4.239053480108249e-05,0.18228546626984118,0.26510416666666653,0.6128179773285927,False,False,False
W2033076221,From Fuzzy Cognitive Maps to Granular Cognitive Maps,5,True,False,True,0,1,1,0.0,1.400089605734767e-05,8.03296850587617e-06,2.461979125712844e-08,6.028990477028511e-08,0.0,3.788831479281432e-07,0.1512744633838383,0.21675967261904738,0.5047998907315736,False,False,False
W2033146057,Linear-Quadratic Blind Source Separation Using NMF to Unmix Urban Hyperspectral Images,15,True,False,True,0,2,2,0.0,2.800179211469534e-05,1.1824351158930524e-05,4.89974296519919e-08,3.9896771601139837e-07,0.0,3.8998250439948166e-05,0.16943232548701287,0.26940104166666645,0.5955866707291599,False,False,False
W2033173240,"Detection of hydrothermal alteration zones in a tropical region using satellite remote sensing data: Bau goldfield, Sarawak, Malaysia",11,True,False,True,0,10,10,0.0,0.0001400089605734767,2.08537124141501e-05,8.950157536077932e-07,1.414486051215314e-07,0.0,8.063488785505533e-06,0.1603611449314573,0.2328869047619045,0.5387277008108571,False,False,True
W2033194777,Genetic fuzzy learning,5,True,True,True,8,24,32,0.00021523891519586742,0.0003360215053763441,1.4446340935120329e-05,5.446197632772725e-07,7.055177347540851e-07,3.9346780489033265e-07,0.0001059785294536914,0.1866198254870129,0.3006510416666666,0.6603245505554762,False,False,False
W2033260394,A characterization of the class of functions computable in polynomial time on Random Access Machines,13,True,True,True,5,10,15,0.00013452432199741713,0.0001400089605734767,7.2100869788683415e-06,7.033291848730619e-12,2.2335313769084987e-08,0.0,6.947379337646126e-09,0.13633742559523798,0.18133680555555554,0.43832649579900845,False,False,False
W2033320243,Self-organizing feature maps and the travelling salesman problem,4,True,False,True,0,2,2,0.0,2.800179211469534e-05,5.516403536881104e-05,8.410847398335161e-08,3.788960240731286e-06,1.762173669044561e-05,0.00027707270360817054,0.18553757440476182,0.30833333333333335,0.666765890728283,False,False,False
W2033323324,Scanner identification using sensor pattern noise,21,True,True,True,1,1,2,2.6904864399483427e-05,1.400089605734767e-05,3.1720190605645336e-05,3.6976938396690145e-06,8.197018786719095e-07,0.0,0.00011670780923448435,0.1788383274711399,0.2871093749999999,0.6316859031726136,False,False,True
W2033484654,Minimax estimation via wavelet shrinkage,9,True,True,True,1,16,17,2.6904864399483427e-05,0.00022401433691756272,0.00011862240733976248,5.322780058185597e-07,5.085901345797067e-07,0.0003743983599919699,8.646062945158417e-05,0.1818579207251082,0.2939546130952379,0.6445453048670978,False,False,True
W2033489377,Neuro-fuzzy knowledge processing in intelligent learning environments for improved student diagnosis,5,True,True,True,6,4,10,0.00016142918639690056,5.600358422939068e-05,6.686224415231239e-06,3.3348028660189884e-08,1.1478295242292431e-08,0.0,2.5416447155759712e-08,0.13571428571428557,0.19095982142857143,0.4487774030384288,False,False,False
W2033495141,Fast Calculation of Molecular Polar Surface Area as a Sum of Fragment-Based Contributions and Its Application to the Prediction of Drug Transport Properties,7,True,False,True,0,1,1,0.0,1.400089605734767e-05,0.00012097928668622329,1.5291673878323825e-06,0.0,0.0,1.222575340837137e-06,0.14561660128066364,0.21954985119047601,0.49844726483522345,False,False,False
